name,description,stars,forks,language,url,readme_snippet,account
Legend-Renderer,"A C# based set of tools intended for ArcGIS Desktop suite, delivered as an esriaddin format. This tool is meant to create a graphic legend inside Arc Map from a given legend table.",3,0,C#,https://github.com/NRCan/Legend-Renderer,"# Legend Renderer
([Français](#Rendu-de-légende))

This tool was develop to assist any user creating a standard Canadian Geoscience Map (CGM) legend. ",NRCan
nrwxt,NRCan Drupal 8/9 Composer project. Includes custom modules and themes,2,0,JavaScript,https://github.com/NRCan/nrwxt,"NRCan's Drupal WxT Profile
=======================

This composer.json and related files is based on the drupalwxt project template and includes a sub",NRCan
osdp-temp,OSDP temp,0,0,HTML,https://github.com/NRCan/osdp-temp,"# osdp-temp
This is a static HTML export used fro testing the OSDP site. It is not meant to be widely used and will be deleted.
",NRCan
PlotFTIR,R Code for pretty plotting of FTIR spectra,0,0,R,https://github.com/NRCan/PlotFTIR,"
<!-- README.md is generated from README.Rmd. Please edit that file -->

# PlotFTIR <img src='man/figures/PlotFTIR_logo.png' align=""right"" width=""25%""",NRCan
Q2Pipe,Qiime2 based pipeline designed to facilitate and standardise ecological studies by metabarcoding using Illumina Miseq data,1,0,Shell,https://github.com/NRCan/Q2Pipe,"# Q2Pipe
Q2Pipe is a powerful and flexible pipeline designed to streamline and automate the microbiome analysis process. It serves as a user-friendly ",NRCan
RICorDE,Gridded water depth estimates from flood inundation,6,1,Python,https://github.com/NRCan/RICorDE,"# RICorDE
RICorDE produces gridded water depth estimates from flood inundation data by incorporating a HAND sub-model and cost distancing algorithms t",NRCan
SCS-PDF,No description,0,0,Jupyter Notebook,https://github.com/NRCan/SCS-PDF,"# Automatic Data Capture for Borehole Data on Depth to Bedrock and Surficial Stratigraphy in Northern Canada

## 1.	Introduction

Portable Document Fo",NRCan
spotlight,Hybrid rendering application for the Performance Platform using Backbone and D3,0,1,JavaScript,https://github.com/NRCan/spotlight,"![Latest tag](https://img.shields.io/github/tag/alphagov/spotlight.svg)

[![Build status](https://travis-ci.org/alphagov/spotlight.svg?branch=master)]",NRCan
stagecraft,A configuration service for the Performance Platform,0,1,Python,https://github.com/NRCan/stagecraft,"# Stagecraft

[![Build Status](https://travis-ci.org/alphagov/stagecraft.png?branch=master)](https://travis-ci.org/alphagov/stagecraft?branch=master)
",NRCan
statisticalprofile-datasets,This repository contains English and French datasets for the Forest Statistical Data website.,0,0,None specified,https://github.com/NRCan/statisticalprofile-datasets,"# Forest Statistical Data Datasets

This repository contains English and French datasets for the **Forest Statistical Data** (FSD) website.

## Ta",NRCan
android_git_publisher,The Android app that will be used to publish commits to archive repository. ,0,0,Java,https://github.com/ghalghai/android_git_publisher,README not available,ghalghai
archive,The archive will hold branches that will be related to various categories.,1,0,None specified,https://github.com/ghalghai/archive,README not available,ghalghai
ghalgahi_mott,Ghalghai language dictionary Android application.,0,0,Java,https://github.com/ghalghai/ghalgahi_mott,README not available,ghalghai
ghalghay.github.io,No description,2,0,None specified,https://github.com/ghalghai/ghalghay.github.io,# ghalghay.github.io,ghalghai
c4p.buildout,Buildout per un sito c4p Plone,0,0,Python,https://github.com/PloneGov-IT/c4p.buildout,"# C4P Buildout

Questo è il buildout per far girare un sito camerale c4p.

Con questo buildout, è possibile instanziare un sito camerale con diverse c",PloneGov-IT
camcomskin.padova,A Plone theme that implements the Italia design system,0,0,SCSS,https://github.com/PloneGov-IT/camcomskin.padova,"===================
CCIAPD - Agid theme
===================

Tema Plone per la Camera di commercio di Padova conforme a `Italia design system`__.

__ ",PloneGov-IT
cciaa.intranetworkflow,No description,0,0,Python,https://github.com/PloneGov-IT/cciaa.intranetworkflow,"==============================================================================
CCIAA Intranet Workflow
===============================================",PloneGov-IT
cciaa.modulistica,"An additional view for Plone folders, for better manage repository of files",2,2,Python,https://github.com/PloneGov-IT/cciaa.modulistica,".. contents::

Introduction
============

The italian word `modulistica`__ means ""*documentation*"", ""*downloadable forms*"". 

__ http://www.wordrefere",PloneGov-IT
cciaa.portlet.calendar,Alternative calendar portlet for Plone that perform some additional search,0,0,Python,https://github.com/PloneGov-IT/cciaa.portlet.calendar,"Introduction
============

This is a simple replacement of Plone base calendar, that add only some new features
and change somw behaviour for better *",PloneGov-IT
cciaa.portlet.ulteriori_approfondimenti,"Un riquadro che mostra una sezione ""Ulteriori Approfondimenti""",0,0,Python,https://github.com/PloneGov-IT/cciaa.portlet.ulteriori_approfondimenti,"Un semplice riquadro per Plone che visualizza gli ""*Ulteriori approfondimenti*"" della sezione corrente.

Cosa sono gli ""Ulteriori approfondimenti""
===",PloneGov-IT
cciaa.topic_view,No description,0,0,Python,https://github.com/PloneGov-IT/cciaa.topic_view,"==============================================================================
CCIAA Topic view
======================================================",PloneGov-IT
cciaapd.contenttypes,No description,0,0,Python,https://github.com/PloneGov-IT/cciaapd.contenttypes,".. This README is meant for consumption by humans and pypi. Pypi can render rst files so please do not use Sphinx features.
   If you want to learn mo",PloneGov-IT
cciaapd.portlet.bandi,No description,0,0,Python,https://github.com/PloneGov-IT/cciaapd.portlet.bandi,".. This README is meant for consumption by humans and pypi. Pypi can render rst files so please do not use Sphinx features.
   If you want to learn mo",PloneGov-IT
cciaapd.userdata,Additional userdata for cciaapd,0,0,Python,https://github.com/PloneGov-IT/cciaapd.userdata,"==================
CCIAPD - User data
==================

Aggiunge campi extra per la registrazione degli utenti


Comuni
------

Uno dei campi, preve",PloneGov-IT
collective.datehacker,Add to Plone a view for changing (cheating!) creation and last modification date,0,1,Python,https://github.com/PloneGov-IT/collective.datehacker,"Introduction
============

You are a site administrator? Maybe you already saw use cases below.

Use case one

    ""Hi, I deleted an importan content ",PloneGov-IT
collective.deepsitemap,"A sitemap replacement for Plone, whose depth is configurable per request.",0,0,Python,https://github.com/PloneGov-IT/collective.deepsitemap,"Introduction
============

This is a sitemap replacement that:

* shows only a branch of the tree, if called in a context different than the site root",PloneGov-IT
collective.excludecriterion,An extra criterion for plone.app.collection that exclude results with a list of keywords,0,0,Python,https://github.com/PloneGov-IT/collective.excludecriterion,"Introduction
============



This product may contain traces of nuts.
",PloneGov-IT
collective.filteredlocking,A new specific permission that allows unlock of Plone contents,0,0,Python,https://github.com/PloneGov-IT/collective.filteredlocking,"Change default Plone behavior in **locking documents** management: add a new (specific) permission
instead of relying onto the modify permission.

Int",PloneGov-IT
collective.outputfilters.enhancelinks,An additional outputfilter that enhance file and image links informations in rich text,2,1,Python,https://github.com/PloneGov-IT/collective.outputfilters.enhancelinks,"==============================================================================
collective.outputfilters.enhancelinks
=================================",PloneGov-IT
collective.pfg.userjoin,A PloneFormGen adapter for subscribe users to the site,0,0,Python,https://github.com/PloneGov-IT/collective.pfg.userjoin,"Easily **subscribe** new user to you Plone site by using a **custom PloneFormGen join form**  

.. contents:: **Table fo contents**

Introduction
====",PloneGov-IT
collective.rtvideo.senapetv,The Senape.tv Plone support for RedTurtle Video,0,0,Python,https://github.com/PloneGov-IT/collective.rtvideo.senapetv,"Introduction
============

This is an add-on adapter for `RedTurtle Video`__ product for Plone. For additional documentation see
the main product's pa",PloneGov-IT
collective.solr_collection,A Plone collection that looks inside Solr,0,1,Python,https://github.com/PloneGov-IT/collective.solr_collection,TODO,PloneGov-IT
collective.taxonomysupport,Add support for taxonomies to Plone contents as a news tag-like field,0,0,Python,https://github.com/PloneGov-IT/collective.taxonomysupport,".. contents:: **Table of contents**

What is this?
=============

This product add a new field to all Plone contents (someway similar to the keyword f",PloneGov-IT
comuneimola.compensi,No description,2,3,Python,https://github.com/PloneGov-IT/comuneimola.compensi,"comuneimola.compensi
====================

Compatibility
-------------

Tests have been made with:

 * Plone 3.3.5
 * Plone 4.2.1

Installation Notes
",PloneGov-IT
monet.calendar.criteria,Additional Plone collection criteria for Monet Calendar suite,0,0,Python,https://github.com/PloneGov-IT/monet.calendar.criteria,"Introduction
============

This is a Plone collection extension for the `Monet Calendar`__ suite. For a complete overview of the
project, see the suit",PloneGov-IT
monet.calendar.event,An advanced Event type for Plone with additional date fields and features like days exceptions and week days,0,0,Python,https://github.com/PloneGov-IT/monet.calendar.event,"Introduction
============

This product is a replacement of the basic Plone Event content type.

Is the main part of the `monet.calendar.star`__ suite",PloneGov-IT
monet.calendar.extensions,Provide search additional features for monet.calendar.star solution,0,0,Python,https://github.com/PloneGov-IT/monet.calendar.extensions,"Introduction
============

This is an extension part of the `Monet Calendar`__ suite. For a complete overview of the
project, see the suite page.

__ ",PloneGov-IT
monet.calendar.location,Add Italian features to monet.calendar.event,0,0,Python,https://github.com/PloneGov-IT/monet.calendar.location,"Introduction
============

Added some fields to localize correctly the Italian towns.
The added field are: Region, Province, Location(municipality) an",PloneGov-IT
monet.calendar.portlet,Calendar related portlets for the Plone Monet Calendar events suite,0,0,Python,https://github.com/PloneGov-IT/monet.calendar.portlet,"Introduction
============

Portlet extension for the Plone suite `Monet Calendar`__.

__ http://plone.org/products/monet.calendar.star

It add a new p",PloneGov-IT
monet.calendar.star,A complete and modular site calendar application for Plone,0,0,Python,https://github.com/PloneGov-IT/monet.calendar.star,".. contents::

Introduction
============

The *Monet Calendar* suite (also *monet.calendar.star*) is a complete event managing solution for Plone,
ins",PloneGov-IT
monet.mapsviewlet,A viewlet for Plone that show up a Google Maps using the document location field. Also can handle KML files using related contents.,0,2,Python,https://github.com/PloneGov-IT/monet.mapsviewlet,".. contents::

Documentation
=============

.. image:: http://keul.it/images/plone/monet.mapsviewlet-0.5.0-02.png
   :alt: Monet Citypass preview
   :",PloneGov-IT
